1 16 33335 862 6 1029 2257 4848 187 3567 4168 652 1292 1296 1474 3511 599 3608 1210 363 2840 5134 2284 1613 4505 5702 3081 5862 2826 174 442 168 3878 3280 2568
2 16 33259 2817 3652 1199 2427 3659 445 2406 2713 530 3999 4211 2529 1777 3449 190 3282 5612 2597 2000 648 179 4260 4023 847 3427 2739 2099 944 3607 4887 3838 3950
3 16 44916 5617 293 4993 4144 416 1766 1759 3270 4443 810 5262 2648 1405 983 4046 1707 1785 4270 3294 4715 3769 4768 5731 1065 3523 4310 3209 4161 1189 1076 5704 2134
4 16 40430 401 1725 427 1349 3895 3168 4247 3502 1488 430 5772 2385 3639 3713 2723 3908 4503 3454 1839 3537 4873 230 2685 3716 912 689 3253 3461 4680 2328 5201 3610
5 16 40627 1992 989 3719 1750 5426 1577 1048 3840 644 1647 821 2355 3426 1521 4091 4090 4439 506 5695 3329 283 1608 5887 1895 4770 1094 600 3211 2349 1303 5594 2512
6 16 51530 5565 4631 3094 2184 4031 3189 5660 4828 1244 1007 3449 4001 4616 3870 4381 340 5034 1138 3702 2419 609 3879 4634 687 5315 3862 5431 480 5195 3193 2453 2764
7 16 42203 1559 2059 961 3139 970 3770 1607 1906 5320 3953 4775 3024 386 494 2855 938 5423 2787 4699 3169 4150 2375 5227 1994 4611 657 4398 3849 3515 313 2298 4740
8 16 39303 747 3185 2721 1318 4775 1414 2605 3376 259 4448 3868 2639 5511 1159 3806 3229 5261 1619 335 3297 1021 2874 3457 4041 3942 1210 2056 570 3589 2507 5176 4899
9 16 42075 3847 4264 3515 1541 4186 4127 2826 1874 2578 1704 1681 4245 1001 2892 5597 970 5938 3521 1588 2586 2384 2514 5820 4898 2742 4960 1108 4554 5248 2764 2535 922
10 16 36428 1354 1496 2777 1112 2601 4718 1307 3882 2445 1222 5654 372 5449 1591 3977 4583 5151 828 480 1501 2318 3502 581 915 4257 2553 1682 4124 2269 3154 3233 4204
11 16 30234 5549 1767 60 335 4840 517 3353 1658 2162 2666 1335 2240 3784 785 1765 2641 1216 4905 1725 2250 4733 418 740 3921 1000 2449 4802 4112 421 2398 308 4048
12 16 39163 2408 2336 2720 4285 5067 590 5940 3552 2413 4065 3685 2220 1535 1183 2192 1483 2434 1215 5561 4446 5679 3347 2986 1560 1036 310 1348 1918 900 594 3050 4029
13 16 34622 1951 2487 2535 3941 2639 3501 4806 1921 4309 439 1643 595 2656 4948 1799 2861 656 1313 3622 2003 1404 4394 2263 4700 2316 4806 3730 2306 2998 210 3951 36
14 16 30216 1454 1341 1975 1738 4059 4550 1771 1288 5959 1700 1899 488 22 4724 3403 3209 1916 4661 1019 710 1698 2899 5508 4256 324 1442 4897 461 348 168 1518 4876
15 16 26901 2349 2992 88 1380 1147 3728 4802 4475 6000 1620 32 3936 2574 4487 2270 1300 1254 3159 586 4815 2136 3298 39 1660 2570 3867 1892 1617 5887 4273 1 1033
16 16 35348 3217 2444 425 746 3195 3528 4685 4193 3340 1739 399 4815 3610 598 4637 2784 904 3159 5373 4373 2831 1926 1665 4180 2830 2504 1326 1601 4588 3648 1160 701
17 16 34749 5197 4861 3550 4408 1045 2955 2684 752 5301 3263 5423 2364 1809 4775 2254 4995 3568 3171 2886 3289 493 3363 4598 2950 984 4781 1124 1137 1489 2620 1032 2470
18 16 39887 2838 763 2520 824 2640 595 3028 2970 1744 1049 2309 4558 2573 2102 4604 598 4888 1807 4676 4601 4181 3164 5375 3995 1010 4489 302 4251 4730 2073 2441 500
19 16 45194 4166 2193 5386 3616 2355 750 4415 4130 3215 4384 974 4791 692 4517 4783 13 4502 3986 2496 4324 5591 375 5488 1589 1424 3552 330 2062 5636 4671 5040 2973
20 16 30358 1200 1668 4915 1580 4126 4332 63 4299 20 1879 1396 1485 1777 802 4669 996 5415 3934 1007 986 3939 2246 4692 4628 988 1970 1409 2054 550 2057 1782 294
21 16 42152 2451 2073 5730 960 3384 79 4785 4892 1679 3768 841 675 2580 1363 3754 4344 4759 4545 3079 2324 4504 1492 4425 1787 3258 4834 2090 3063 193 2297 5178 1577
22 16 42884 3454 182 797 2828 5596 2002 5140 4351 4126 2307 5359 3082 1212 910 2707 95 4293 2631 3775 2468 4047 2253 545 3095 3131 2054 1637 4621 3178 589 4608 1204
23 16 33445 4342 522 3145 935 4672 2837 253 4883 3399 2556 5446 4771 845 3105 861 2521 2186 2558 5586 1582 445 2961 1052 643 4491 1777 1702 1078 3152 669 230 4342
24 16 44489 5092 3301 5550 4096 2738 3681 4997 4563 848 3915 4163 2526 1565 1149 1917 2289 1840 2575 5297 4520 216 2634 5477 1816 1379 321 4537 2847 5676 4059 4320 1178
25 16 37456 2615 649 3988 1854 5434 1140 3343 281 2283 19 2827 213 5251 1877 2182 2529 2785 3029 2569 923 4622 2509 1601 95 954 3292 5271 4241 399 1236 697 4188
26 16 41653 1563 2094 5208 4077 5683 2858 5386 3058 732 613 2782 1226 3237 2422 1987 284 4039 1542 992 1398 3417 4977 4122 1181 941 4364 4454 4946 3930 4747 3594 386
27 16 27943 3175 3465 934 2139 2962 3668 429 4230 1551 3571 5492 4056 5288 1858 1759 4835 1370 4824 3180 4495 3568 2306 483 1719 3912 3435 475 3377 335 3185 16 1611
28 16 40885 3304 119 1531 2591 4540 1787 117 3872 111 4093 4158 2839 4246 3199 5803 32 3913 4847 1490 590 1607 3035 560 3767 5946 410 2203 2865 5946 1873 5632 3239
29 16 35731 49 2578 600 4494 1727 3674 2738 4625 446 160 3719 2420 5660 1401 4410 4345 4282 2444 4582 119 2449 3607 3521 1498 2445 2884 5350 3839 801 2650 1885 3564
30 16 35810 786 3880 670 3150 3738 1929 3789 4651 4053 3704 801 2341 5246 4534 3147 608 2969 1628 4626 648 4885 4878 3220 2466 807 2028 3566 183 594 3734 1866 3961
31 16 42271 5148 1183 2342 2652 1916 4618 4966 3765 4089 2756 2551 4662 1777 835 5791 1986 2211 1001 5977 67 2282 4194 2696 1641 2878 2803 3251 4841 3239 2756 1725 700
32 16 40441 3237 4334 4749 1205 5950 668 1821 2237 5193 4857 688 4181 485 2325 3847 1679 502 4099 3072 4541 2333 4666 925 4993 4966 3917 4734 4416 5867 2251 2183 1848
33 16 31256 5184 3809 737 2232 2338 75 4787 1089 220 4708 4596 4351 990 1278 948 4658 2739 116 3205 2499 4035 3778 103 1965 1730 3173 2318 3598 2754 1738 2386 1065
34 16 42358 76 3826 5897 2052 2737 4498 5944 2900 2839 893 4702 3579 5543 703 5454 818 3940 4168 376 4239 2023 4442 4044 1085 2516 1461 936 2477 1181 2518 4740 3599
35 16 41991 1793 3288 3823 448 5395 418 2094 1702 2434 2194 2580 403 4228 4255 778 3390 5703 279 313 4569 2798 3686 1189 4542 2899 585 5673 2649 5223 390 5566 3269
36 16 44124 5495 4473 664 4196 2299 2009 5030 4248 3988 2269 838 2535 5013 4598 5790 623 2126 866 3116 31 4034 2886 606 1106 4414 1507 5179 416 5737 2663 827 4565
37 16 37864 2712 1722 939 1108 2886 2125 449 743 2566 2261 5522 638 3014 1670 4626 2737 2142 2607 3621 2870 1787 2695 4167 1577 4233 3125 5688 4941 2336 4651 643 4278
38 16 37844 4366 1355 3011 2431 2890 2540 2190 3935 443 4879 699 3385 3854 904 4411 4011 2996 2779 3501 1905 2153 2345 3832 2380 5806 1500 2531 2984 4501 937 121 3498
39 16 42689 5676 3072 683 4958 2332 4200 850 1366 5134 1126 673 578 4342 550 4831 3228 4946 1855 5960 2193 4053 2578 3367 3770 3633 154 2 781 3553 179 3327 3947
40 16 41436 3945 3471 2072 1608 3477 2982 5995 3831 25 1908 5558 3756 3496 3899 1342 260 2403 55 3814 771 4229 4595 1508 3914 3729 4475 3227 1082 1461 3165 5514 2928
