1 40 -594 -349 -104 26790 28218 29638 29635 30518 31164 31089 30995 32671 32524 34159 35443 35518 35297 35222 35443 35446 35225 35222 35001 35835 36056 36131 35910 35835 35838 36059 36056 35756 36256 36035 35630 35930 36151 36226 36005 35930 35933 1601 40 0.011757822000000084
2 40 -626 -390 -173 14549 16922 16707 18257 19120 18778 21231 20487 22748 21885 22560 21396 23384 25089 25952 25277 24414 25089 23752 26140 25465 26328 24900 26854 25991 26666 25116 26584 25909 26772 25304 26854 25270 27127 27802 26939 26264 27127 1601 40 0.01124055700000004
3 40 -203 27178 29343 29096 31194 30940 33310 33557 33228 35587 35340 37330 36333 38652 40195 41148 41395 40442 40753 40506 40195 40442 39420 41683 41436 40406 41359 41606 40653 41683 40597 41550 41303 40350 41436 40180 42006 42959 43206 42253 42564 1601 40 0.01143965800000002
4 40 -742 -494 -249 -19 14286 15935 17372 16767 19192 19943 20401 19790 21541 21083 20332 20912 20102 22552 21972 22723 23181 22430 21972 22720 21726 24085 24836 24088 24668 23917 24375 23795 24546 24088 23337 25082 23904 26236 26987 27445 26694 1601 40 0.011440027999999991
5 40 -573 -341 -118 34192 36509 37708 37449 39622 39247 40491 40659 40266 42017 43242 43074 42642 43762 43930 43368 43200 43762 42933 43947 44379 44547 44115 44490 44322 43947 44115 43553 44193 44025 43385 43947 43033 43862 44030 43468 43300 43862 1601 40 0.011187105999999947
6 40 -409 -161 18149 18112 20550 22196 23706 23432 25037 25121 24643 25750 25666 26021 25436 26415 26499 26144 26815 26731 26060 26704 26019 26103 25459 26144 26060 26583 25898 25982 25459 26130 26815 26094 26010 26731 26046 26130 25409 26094 25423 1601 40 0.011234817000000064
7 40 7474 9972 12363 14751 15268 15091 17025 16508 15030 16644 17161 15547 17025 15343 16957 16440 14962 16644 14711 16189 16706 15228 17161 15479 16957 15024 16706 15092 17025 14821 17060 16543 15065 16679 17196 15582 17060 15378 16992 16475 14997 1601 40 0.01189762399999994
8 40 -59 37669 38412 38274 40622 41216 40966 41367 41078 43244 43494 43093 42843 43825 43419 45519 45026 44528 46526 46001 46494 45900 46425 45932 46526 45783 46276 45751 46494 45704 47671 47178 46584 47109 47602 47077 47671 46928 47453 46960 46435 1601 40 0.011134796000000113
9 40 24152 26598 28871 30791 32675 32446 34588 34327 36560 36643 36311 36228 36560 36222 36965 36633 36153 37873 38205 37618 38300 37968 37286 38973 39305 38623 39210 38878 38291 38973 38230 38912 38230 38817 39149 38562 39305 38559 39864 39532 39870 1601 40 0.011478474000000016
10 40 -611 -366 -129 31122 32439 33617 33521 35393 35034 37298 38960 39912 39473 41314 41410 40821 42245 42149 41439 42349 42445 41537 43188 43092 42182 42892 43053 42343 42918 42757 42943 42368 42529 42343 42439 42278 43188 42277 42987 43148 43052 1601 40 0.010679348000000033
