-1 1 3956 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
-2 1 1649 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-3 1 6751 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
-4 1 7163 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0
-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-6 1 1988 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-9 1 4507 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
-10 1 10347 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
-11 1 3804 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
-12 1 7822 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0
-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-14 1 3588 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-16 1 7011 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
-17 1 1508 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
-18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-20 1 17219 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1
-21 1 10479 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-27 1 1265 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-28 1 2823 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
-29 1 2028 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-34 1 16029 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0
-35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-36 1 5050 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
-37 1 15430 1 1 0 1 0 0 0 1 0 1 1 0 1 1 1
-38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-39 1 1840 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-40 1 15220 1 1 1 1 1 0 0 0 0 1 1 1 0 1 0
-41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-42 1 2484 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-46 1 8683 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
-47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-48 1 2294 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-52 1 9034 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0
-53 1 3547 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
-54 1 1259 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
-55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-57 1 5160 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
-58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
