1 13 25364 718 6 858 2257 4040 187 2973 4168 543 1292 1080 1474 2926 599 3006 1210 302 2840 4279 2284 1344 4505 4752 3081 4885 2826
2 13 21777 442 140 3878 2734 2568 3297 2347 3652 999 2427 3049 445 2005 2713 441 3999 3509 2529 1481 3449 159 3282 4677 2597 1667 648
3 13 30032 4260 3352 847 2856 2739 1750 944 3006 4887 3198 3950 830 4681 293 4161 4144 347 1766 1466 3270 3702 810 4385 2648 1171 983
4 13 28544 1707 1487 4270 2745 4715 3141 4768 4776 1065 2936 4310 2674 4161 991 1076 4754 2134 2958 334 1725 356 1349 3246 3168 3539 3502
5 13 26496 430 4810 2385 3032 3713 2269 3908 3753 3454 1533 3537 4061 230 2238 3716 760 689 2711 3461 3900 2328 4334 3610 2692 1660 989
6 13 22738 1750 4522 1577 873 3840 537 1647 684 2355 2855 1521 3409 4090 3699 506 4746 3329 236 1608 4906 1895 3975 1094 500 3211 1958
7 13 30168 4662 2512 1563 4637 4631 2579 2184 3360 3189 4717 4828 1036 1007 2874 4001 3846 3870 3651 340 4195 1138 3085 2419 508 3879 3861
8 13 28424 4429 3862 4526 480 4329 3193 2044 2764 920 1299 2059 801 3139 809 3770 1339 1906 4434 3953 3979 3024 322 494 2380 938 4519
9 13 31319 3916 3169 3458 2375 4356 1994 3843 657 3665 3849 2929 313 1915 4740 1326 622 3185 2268 1318 3980 1414 2171 3376 216 4448 3223
10 13 30415 4592 1159 3172 3229 4384 1619 279 3297 851 2874 2881 4041 3285 1210 1713 570 2991 2507 4313 4899 3753 3206 4264 2929 1541 3489
11 13 27363 2355 1874 2148 1704 1401 4245 835 2892 4664 970 4948 3521 1323 2586 1987 2514 4850 4898 2285 4960 923 4554 4373 2764 2112 922
12 13 25566 1128 1496 2315 1112 2167 4718 1089 3882 2037 1222 4711 372 4541 1591 3314 4583 4293 828 400 1501 1932 3502 484 915 3547 2553
13 13 26379 4124 1891 3154 2694 4204 2295 4624 1767 50 335 4033 517 2794 1658 1802 2666 1113 2240 3154 785 1471 2641 1014 4905 1437 2250
14 13 29722 418 617 3921 833 2449 4001 4112 351 2398 257 4048 4106 2007 2336 2267 4285 4222 590 4950 3552 2011 4065 3071 2220 1279 1183
15 13 23076 1483 2028 1215 4634 4446 4733 3347 2489 1560 863 310 1124 1918 750 594 2541 4029 4346 1626 2487 2113 3941 2199 3501 4005 1921
16 13 23857 439 1369 595 2214 4948 1499 2861 547 1313 3019 2003 1170 4394 1886 4700 1930 4806 3109 2306 2498 210 3292 36 4640 1211 1341
17 13 25700 1738 3383 4550 1476 1288 4966 1700 1583 488 18 4724 2836 3209 1597 4661 849 710 1415 2899 4590 4256 270 1442 4081 461 290
18 13 30416 1265 4876 1565 1958 2992 74 1380 956 3728 4002 4475 5000 1620 26 3936 2145 4487 1892 1300 1045 3159 488 4815 1780 3298 33
19 13 27289 2142 3867 1577 1617 4906 4273 1 1033 4639 2681 2444 354 746 2662 3528 3904 4193 2784 1739 332 4815 3009 598 3865 2784 754
20 13 28755 4478 4373 2360 1926 1388 4180 2358 2504 1105 1601 3823 3648 966 701 3227 4331 4861 2959 4408 871 2955 2237 752 4418 3263 4519
