1 7 10510 718 6 858 2257 4040 187 2973 4168 543 1292 1080 1474 2926 599
2 7 13750 1210 302 2840 4279 2284 1344 4505 4752 3081 4885 2826 145 442 140
3 7 15413 2734 2568 3297 2347 3652 999 2427 3049 445 2005 2713 441 3999 3509
4 7 11472 1481 3449 159 3282 4677 2597 1667 648 149 4260 3352 847 2856 2739
5 7 16348 944 3006 4887 3198 3950 830 4681 293 4161 4144 347 1766 1466 3270
6 7 15920 810 4385 2648 1171 983 3372 1707 1487 4270 2745 4715 3141 4768 4776
7 7 13909 2936 4310 2674 4161 991 1076 4754 2134 2958 334 1725 356 1349 3246
8 7 16140 3539 3502 1240 430 4810 2385 3032 3713 2269 3908 3753 3454 1533 3537
9 7 12555 230 2238 3716 760 689 2711 3461 3900 2328 4334 3610 2692 1660 989
10 7 13424 1750 4522 1577 873 3840 537 1647 684 2355 2855 1521 3409 4090 3699
11 7 16786 4746 3329 236 1608 4906 1895 3975 1094 500 3211 1958 1303 4662 2512
12 7 18439 4637 4631 2579 2184 3360 3189 4717 4828 1036 1007 2874 4001 3846 3870
13 7 10244 340 4195 1138 3085 2419 508 3879 3861 687 4429 3862 4526 480 4329
14 7 14232 2044 2764 920 1299 2059 801 3139 809 3770 1339 1906 4434 3953 3979
15 7 18235 322 494 2380 938 4519 2787 3916 3169 3458 2375 4356 1994 3843 657
16 7 14354 3849 2929 313 1915 4740 1326 622 3185 2268 1318 3980 1414 2171 3376
17 7 15412 4448 3223 2639 4592 1159 3172 3229 4384 1619 279 3297 851 2874 2881
18 7 17488 3285 1210 1713 570 2991 2507 4313 4899 3753 3206 4264 2929 1541 3489
19 7 14139 2355 1874 2148 1704 1401 4245 835 2892 4664 970 4948 3521 1323 2586
20 7 17392 2514 4850 4898 2285 4960 923 4554 4373 2764 2112 922 1159 1128 1496
21 7 13984 1112 2167 4718 1089 3882 2037 1222 4711 372 4541 1591 3314 4583 4293
22 7 9880 400 1501 1932 3502 484 915 3547 2553 1402 4124 1891 3154 2694 4204
23 7 14056 4624 1767 50 335 4033 517 2794 1658 1802 2666 1113 2240 3154 785
24 7 16556 2641 1014 4905 1437 2250 3945 418 617 3921 833 2449 4001 4112 351
25 7 15352 257 4048 4106 2007 2336 2267 4285 4222 590 4950 3552 2011 4065 3071
26 7 14282 1279 1183 1827 1483 2028 1215 4634 4446 4733 3347 2489 1560 863 310
27 7 13187 1918 750 594 2541 4029 4346 1626 2487 2113 3941 2199 3501 4005 1921
28 7 13242 439 1369 595 2214 4948 1499 2861 547 1313 3019 2003 1170 4394 1886
29 7 14838 1930 4806 3109 2306 2498 210 3292 36 4640 1211 1341 1646 1738 3383
30 7 10660 1476 1288 4966 1700 1583 488 18 4724 2836 3209 1597 4661 849 710
31 7 12848 2899 4590 4256 270 1442 4081 461 290 168 1265 4876 1565 1958 2992
32 7 16740 1380 956 3728 4002 4475 5000 1620 26 3936 2145 4487 1892 1300 1045
33 7 8741 488 4815 1780 3298 33 1660 2142 3867 1577 1617 4906 4273 1 1033
34 7 12580 2681 2444 354 746 2662 3528 3904 4193 2784 1739 332 4815 3009 598
35 7 16421 2784 754 3159 4478 4373 2360 1926 1388 4180 2358 2504 1105 1601 3823
36 7 16345 966 701 3227 4331 4861 2959 4408 871 2955 2237 752 4418 3263 4519
37 7 11060 1507 4775 1878 4995 2973 3171 2405 3289 411 3363 3831 2950 820 4781
38 7 12332 1137 1241 2620 860 2470 4802 2365 763 2100 824 2200 595 2523 2970
39 7 14303 1049 1925 4558 2144 2102 3836 598 4074 1807 3897 4601 3484 3164 4480
40 7 11805 842 4489 252 4251 3942 2073 2035 500 1877 3471 2193 4488 3616 1963
41 7 14052 3680 4130 2679 4384 812 4791 577 4517 3986 13 3752 3986 2080 4324
42 7 12977 375 4573 1589 1187 3552 275 2062 4696 4671 4200 2973 194 1000 1668
43 7 12298 1580 3438 4332 52 4299 17 1879 1163 1485 1481 802 3891 996 4513
44 7 9577 840 986 3282 2246 3910 4628 823 1970 1174 2054 458 2057 1485 294
45 7 14299 2042 2073 4775 960 2820 79 3987 4892 1399 3768 701 675 2150 1363
46 7 17911 4344 3966 4545 2566 2324 3753 1492 3688 1787 2715 4834 1742 3063 161
47 7 16228 4315 1577 4301 2878 182 664 2828 4663 2002 4283 4351 3439 2307 4466
48 7 13140 1010 910 2256 95 3577 2631 3146 2468 3373 2253 454 3095 2609 2054
49 7 13406 4621 2648 589 3840 1204 165 3619 522 2621 935 3893 2837 211 4883
50 7 16043 2556 4539 4771 704 3105 717 2521 1822 2558 4655 1582 371 2961 877
