1 10 16580 718 6 858 2257 4040 187 2973 4168 543 1292 1080 1474 2926 599 3006 1210 302 2840 4279 2284
2 10 20560 4505 4752 3081 4885 2826 145 442 140 3878 2734 2568 3297 2347 3652 999 2427 3049 445 2005 2713
3 10 20235 3999 3509 2529 1481 3449 159 3282 4677 2597 1667 648 149 4260 3352 847 2856 2739 1750 944 3006
4 10 15719 3198 3950 830 4681 293 4161 4144 347 1766 1466 3270 3702 810 4385 2648 1171 983 3372 1707 1487
5 10 22439 2745 4715 3141 4768 4776 1065 2936 4310 2674 4161 991 1076 4754 2134 2958 334 1725 356 1349 3246
6 10 21788 3539 3502 1240 430 4810 2385 3032 3713 2269 3908 3753 3454 1533 3537 4061 230 2238 3716 760 689
7 10 18903 3461 3900 2328 4334 3610 2692 1660 989 3099 1750 4522 1577 873 3840 537 1647 684 2355 2855 1521
8 10 19348 4090 3699 506 4746 3329 236 1608 4906 1895 3975 1094 500 3211 1958 1303 4662 2512 1563 4637 4631
9 10 21484 2184 3360 3189 4717 4828 1036 1007 2874 4001 3846 3870 3651 340 4195 1138 3085 2419 508 3879 3861
10 10 24860 4429 3862 4526 480 4329 3193 2044 2764 920 1299 2059 801 3139 809 3770 1339 1906 4434 3953 3979
11 10 25042 322 494 2380 938 4519 2787 3916 3169 3458 2375 4356 1994 3843 657 3665 3849 2929 313 1915 4740
12 10 19925 622 3185 2268 1318 3980 1414 2171 3376 216 4448 3223 2639 4592 1159 3172 3229 4384 1619 279 3297
13 10 22464 2874 2881 4041 3285 1210 1713 570 2991 2507 4313 4899 3753 3206 4264 2929 1541 3489 4127 2355 1874
14 10 26275 1704 1401 4245 835 2892 4664 970 4948 3521 1323 2586 1987 2514 4850 4898 2285 4960 923 4554 4373
15 10 17797 2112 922 1159 1128 1496 2315 1112 2167 4718 1089 3882 2037 1222 4711 372 4541 1591 3314 4583 4293
16 10 13397 400 1501 1932 3502 484 915 3547 2553 1402 4124 1891 3154 2694 4204 2295 4624 1767 50 335 4033
17 10 14544 2794 1658 1802 2666 1113 2240 3154 785 1471 2641 1014 4905 1437 2250 3945 418 617 3921 833 2449
18 10 24292 4112 351 2398 257 4048 4106 2007 2336 2267 4285 4222 590 4950 3552 2011 4065 3071 2220 1279 1183
19 10 16422 1483 2028 1215 4634 4446 4733 3347 2489 1560 863 310 1124 1918 750 594 2541 4029 4346 1626 2487
20 10 20732 3941 2199 3501 4005 1921 3591 439 1369 595 2214 4948 1499 2861 547 1313 3019 2003 1170 4394 1886
21 10 20868 1930 4806 3109 2306 2498 210 3292 36 4640 1211 1341 1646 1738 3383 4550 1476 1288 4966 1700 1583
22 10 13768 18 4724 2836 3209 1597 4661 849 710 1415 2899 4590 4256 270 1442 4081 461 290 168 1265 4876
23 10 14068 1958 2992 74 1380 956 3728 4002 4475 5000 1620 26 3936 2145 4487 1892 1300 1045 3159 488 4815
24 10 20279 3298 33 1660 2142 3867 1577 1617 4906 4273 1 1033 4639 2681 2444 354 746 2662 3528 3904 4193
25 10 22143 1739 332 4815 3009 598 3865 2784 754 3159 4478 4373 2360 1926 1388 4180 2358 2504 1105 1601 3823
26 10 26052 966 701 3227 4331 4861 2959 4408 871 2955 2237 752 4418 3263 4519 2364 1507 4775 1878 4995 2973
27 10 13515 2405 3289 411 3363 3831 2950 820 4781 937 1137 1241 2620 860 2470 4802 2365 763 2100 824 2200
28 10 22927 2523 2970 1454 1049 1925 4558 2144 2102 3836 598 4074 1807 3897 4601 3484 3164 4480 3995 842 4489
29 10 19595 4251 3942 2073 2035 500 1877 3471 2193 4488 3616 1963 750 3680 4130 2679 4384 812 4791 577 4517
30 10 19636 13 3752 3986 2080 4324 4659 375 4573 1589 1187 3552 275 2062 4696 4671 4200 2973 194 1000 1668
31 10 18031 1580 3438 4332 52 4299 17 1879 1163 1485 1481 802 3891 996 4513 3934 840 986 3282 2246 3910
32 10 15728 823 1970 1174 2054 458 2057 1485 294 3948 2042 2073 4775 960 2820 79 3987 4892 1399 3768 701
33 10 22548 2150 1363 3129 4344 3966 4545 2566 2324 3753 1492 3688 1787 2715 4834 1742 3063 161 2297 4315 1577
34 10 24305 2878 182 664 2828 4663 2002 4283 4351 3439 2307 4466 3082 1010 910 2256 95 3577 2631 3146 2468
35 10 19328 2253 454 3095 2609 2054 1364 4621 2648 589 3840 1204 165 3619 522 2621 935 3893 2837 211 4883
36 10 18841 2556 4539 4771 704 3105 717 2521 1822 2558 4655 1582 371 2961 877 643 3743 1777 1419 1078 2627
37 10 22449 192 4342 2350 4243 3301 4625 4096 2282 3681 4165 4563 707 3915 3470 2526 1304 1149 1598 2289 1533
38 10 20985 4414 4520 180 2634 4565 1816 1149 321 3781 2847 4730 4059 3600 1178 1310 2179 649 3323 1854 4528
39 10 18945 2786 281 1903 19 2356 213 4376 1877 1819 2529 2321 3029 2141 923 3851 2509 1334 95 795 3292
40 10 24127 4241 332 1236 581 4188 4864 1302 2094 4340 4077 4736 2858 4489 3058 610 613 2319 1226 2698 2422
41 10 21176 284 3366 1542 827 1398 2848 4977 3435 1181 784 4364 3711 4946 3275 4747 2995 386 3259 2646 3465
42 10 28785 2139 2469 3668 358 4230 1293 3571 4576 4056 4407 1858 1466 4835 1142 4824 2650 4495 2973 2306 402
43 10 14852 3260 3435 396 3377 279 3185 13 1611 2155 2754 119 1276 2591 3784 1787 97 3872 93 4093 3465
44 10 24897 3538 3199 4836 32 3261 4847 1241 590 1339 3035 467 3767 4955 410 1836 2865 4955 1873 4694 3239
45 10 18808 41 2578 500 4494 1439 3674 2282 4625 372 160 3100 2420 4716 1401 3675 4345 3568 2444 3818 119
46 10 20422 3607 2934 1498 2037 2884 4458 3839 667 2650 1571 3564 4894 655 3880 559 3150 3115 1929 3157 4651
47 10 18414 3704 667 2341 4372 4534 2622 608 2474 1628 3855 648 4071 4878 2684 2466 673 2028 2972 183 495
48 10 19683 1555 3961 592 4290 1183 1952 2652 1597 4618 4138 3765 3408 2756 2126 4662 1481 835 4826 1986 1842
49 10 19211 4981 67 1902 4194 2247 1641 2398 2803 2710 4841 2699 2756 1438 700 100 2698 4334 3958 1205 4959
50 10 15888 1518 2237 4327 4857 574 4181 404 2325 3206 1679 418 4099 2560 4541 1944 4666 771 4993 4138 3917
