1 15 10050 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 
2 15 13456 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 
3 15 12319 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 
4 15 13439 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 
5 15 13041 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 
6 15 15442 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 
7 15 12938 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 
8 15 14257 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 
9 15 12292 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 
10 15 13649 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 
11 15 14999 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 
12 15 15380 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 
13 15 12342 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 
14 15 13724 1 0 1 1 1 1 0 0 0 1 1 0 1 1 1 
15 15 12515 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 
16 15 14890 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 
17 15 14579 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 
18 15 14589 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 
19 15 12617 1 0 1 1 0 0 1 0 1 1 0 1 1 1 1 
20 15 13270 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 
21 15 12808 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 
22 15 11656 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 
23 15 13558 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 
24 15 13914 1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 
25 15 11407 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 
26 15 12067 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 
27 15 12905 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 
28 15 12964 1 1 1 1 1 0 1 0 0 1 0 1 0 1 1 
29 15 11299 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 
30 15 13196 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 
31 15 13147 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 
32 15 13002 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 
33 15 13645 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 
34 15 16168 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 
35 15 12509 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 
36 15 12223 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 
37 15 15567 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 
38 15 14131 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 
39 15 14677 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 
40 15 11650 1 0 1 0 1 1 1 1 0 1 0 1 1 1 1 
41 15 12486 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 
42 15 12124 0 1 1 0 0 1 1 0 1 1 1 0 1 1 1 
43 15 15130 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 
44 15 14384 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 
45 15 11589 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 
46 15 12694 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 
47 15 12621 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 
48 15 14410 1 1 1 0 1 1 1 1 1 1 0 1 0 0 0 
49 15 13287 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 
50 15 12882 0 1 1 0 0 1 1 1 1 1 0 1 1 1 0 
51 15 11083 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 
52 15 15308 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 
53 15 11463 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 
54 15 14411 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 
55 15 15770 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 
56 15 10357 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 
57 15 13119 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 
58 15 13811 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 
59 15 14096 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 
60 15 13693 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 
61 15 14896 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 
62 15 12414 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 
63 15 14195 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 
64 15 12499 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 
65 15 13704 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 
66 15 16253 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 
67 15 12635 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 
68 15 11545 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 
69 15 15818 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 
70 15 12445 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 
71 15 12078 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 
72 15 13384 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 
73 15 15551 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 
74 15 12400 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 
75 15 11443 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 
76 15 14679 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 
77 15 13240 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 
78 15 14021 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 
79 15 13160 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 
80 15 13898 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 
81 15 13172 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 
82 15 13409 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 
83 15 13113 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 
84 15 12163 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 
85 15 13171 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 
86 15 12906 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 
87 15 14188 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 
88 15 12899 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 
89 15 12825 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1 
90 15 11740 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 
91 15 13172 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 
92 15 13194 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 
93 15 12461 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 
94 15 11580 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 
95 15 15320 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 
96 15 12737 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 
97 15 14299 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 
98 15 13803 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 
99 15 13298 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 
100 15 10740 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 
101 15 14163 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 
102 15 12771 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 
