1 4 -70 1463 1210 636 889 1463 827 574 1210 -69 -26 1266 1519 253 889 -34 1519 65 16 0.0009888879999999656
2 4 -154 2417 2083 1588 1922 2417 829 495 2621 2126 2460 334 1922 -126 2460 -5 2621 65 16 0.0007728080000000137
3 4 -113 2169 1649 913 1433 2169 1256 736 1649 -83 -9 1567 2087 520 1433 -59 2087 65 16 0.0007651789999998382
4 4 -164 2709 2323 1528 1914 2709 1181 795 2323 -148 -6 2176 2562 386 1914 -103 2562 65 16 0.0007598429999999823
5 4 -241 -3 3915 2278 3133 855 3244 2389 4026 1637 3915 -173 4026 -15 3244 -86 3133 65 16 0.0007779439999999749
6 4 -65 1078 765 449 762 1078 629 316 765 -58 -35 316 0 449 -50 -27 0 65 16 0.0007512169999999152
7 4 -200 -35 2886 1480 3214 1734 3140 1406 2886 -82 3214 -71 3041 1734 0 1480 2787 65 16 0.000756654999999995
8 4 -133 2493 2042 1342 1793 2493 1151 700 2322 1622 2073 451 1793 -83 2073 -11 2322 65 16 0.0007507170000000674
9 4 -201 -1 3301 1830 2279 449 2499 2050 0 1830 -42 2050 -2 1471 3301 -178 -2 65 16 0.0007667410000000707
10 4 -149 3041 2719 1802 2124 3041 1239 2966 2644 1727 2049 2966 -149 -74 2124 322 2049 65 16 0.0007528699999999056
11 4 -91 1859 1542 1000 1317 1859 859 542 1961 1419 1736 317 1317 -58 1736 -7 1961 65 16 0.0007464330000002128
12 4 -188 -20 3018 1535 2166 631 2390 1759 0 1535 -8 1759 -2 1483 3018 -145 -2 65 16 0.0007486100000000384
13 4 -218 3968 3293 1690 2365 3968 2278 1603 3293 -170 -10 2449 3124 675 2365 -67 3124 65 16 0.0007465319999999664
14 4 -180 3363 2981 2357 2739 3363 1006 3129 2747 2123 2505 3129 -180 -138 2739 382 2505 65 16 0.0007392560000001325
15 4 -125 2361 1955 1045 1451 2361 1316 910 1955 -107 -18 1722 2128 406 1451 -51 2128 65 16 0.0007569789999999355
16 4 -178 2834 2219 1442 2057 2834 1392 777 2219 -137 -4 2223 2838 615 2057 -119 2838 65 16 0.0007466510000000426
17 4 -203 3705 2785 1767 2687 3705 1938 1018 3190 2172 3092 920 2687 -117 3092 -34 3190 65 16 0.0007379149999999779
18 4 -340 -101 4771 2399 4795 2396 4768 2372 4771 -182 4795 -104 4063 2399 0 2396 4060 65 16 0.0007513459999999306
19 4 -276 -60 3695 2123 4313 2190 3762 1572 3695 -142 4313 -129 3644 2190 0 2123 3577 65 16 0.0007478389999999724
20 4 -218 3527 2792 1581 2316 3527 1946 1211 2792 -164 -16 2389 3124 735 2316 -111 3124 65 16 0.0007509549999999976
21 4 -124 2294 1883 1026 1437 2294 1268 857 1883 -106 -19 1711 2122 411 1437 -56 2122 65 16 0.0007480810000000115
22 4 -153 3095 2651 1843 2287 3095 1252 3078 2634 1826 2270 3078 -153 -91 2287 444 2270 65 16 0.000751634000000001
23 4 -207 -21 2939 1615 3536 1921 3245 1324 2939 -93 3536 -87 3192 1921 0 1615 2886 65 16 0.0007430399999999171
24 4 -221 -33 3647 1842 3781 1939 3744 1805 3647 -144 3781 -48 2879 1939 0 1842 2782 65 16 0.0007546579999999636
25 4 -138 2203 1849 1257 1611 2203 946 592 1849 -126 -14 1922 2276 354 1611 -100 2276 65 16 0.0007494000000001222
26 4 -222 -27 3278 1808 3813 2005 3475 1470 3278 -105 3813 -86 3303 2005 0 1808 3106 65 16 0.0007454019999999506
27 4 -166 3154 2459 1462 2157 3154 1692 997 2872 1875 2570 695 2157 -83 2570 -31 2872 65 16 0.000754482999999917
28 4 -159 2641 1998 1038 1681 2641 1603 960 1998 -115 -27 2285 2928 643 1681 -80 2928 65 16 0.0007494759999999712
29 4 -99 2041 1549 991 1483 2041 1050 558 1868 1310 1802 492 1483 -64 1802 -16 1868 65 16 0.0007555570000001843
30 4 -253 -48 3699 1915 2850 935 3026 2091 3875 1784 3699 -176 3875 -68 3026 -82 2850 65 16 0.0007460509999999143
31 4 -175 3078 2722 1748 2104 3078 1330 974 3360 2386 2742 356 2104 -94 2742 -8 3360 65 16 0.0007538699999998233
32 4 -138 2321 1846 1103 1578 2321 1218 743 1846 -113 -18 2039 2514 475 1578 -83 2514 65 16 0.0007472939999999539
33 4 -202 3348 2512 1381 2217 3348 1967 1131 2512 -136 -10 2348 3184 836 2217 -104 3184 65 16 0.000716625999999998
34 4 -258 -26 3745 2334 3567 1233 3570 2337 3748 1411 3745 -148 3748 -26 3570 -129 3567 65 16 0.0007266679999999859
35 4 -269 -27 4058 2373 3090 717 3140 2423 4108 1685 4058 -217 4108 -33 3140 -109 3090 65 16 0.0007151069999999926
