1 20 13698 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 
2 20 17080 1 1 1 0 0 1 1 0 0 1 1 0 1 1 1 0 1 1 1 0 
3 20 17468 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 
4 20 17459 1 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 
5 20 18891 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 
6 20 18352 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 
7 20 17211 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 
8 20 18882 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 
9 20 19319 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 
10 20 19064 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 
11 20 18000 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 1 1 0 1 1 
12 20 17108 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 
13 20 19666 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1 0 1 0 1 1 
14 20 20318 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1 1 1 
15 20 16837 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1 
16 20 15833 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 0 0 1 1 1 
17 20 15868 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 
18 20 18326 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 
19 20 16492 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 
20 20 17296 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 0 1 
21 20 16478 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 
22 20 15819 1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 1 1 1 0 
23 20 17237 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 
24 20 17634 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 
25 20 18074 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 
26 20 20214 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 
27 20 15266 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 0 1 0 
28 20 18896 1 1 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 
29 20 19895 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 0 
30 20 18687 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 
31 20 16632 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 
32 20 15008 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 
33 20 19655 1 1 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 
34 20 18104 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 
35 20 16051 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 1 0 
36 20 15534 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 
37 20 19118 1 1 1 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 1 1 
38 20 18258 1 1 1 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 
39 20 14886 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 
40 20 18231 1 1 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 
41 20 18317 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0 1 
