12 37 0 5400 -5 1936 4118 4817 2881 2182 4118 4425 2489 2182 0 5400 -5 1936 4118 4817 2881 2182 4118 4425 2489 2182 0 5400 -5 1936 4118 4817 2881 2182 4118 4425 2489 2182 0 5400 1370 12 0.0109340819999999
45 37 -269 -29 1988 3951 5851 3888 5559 3659 5622 7467 8528 6857 7845 6784 8455 9149 8161 7467 8528 6857 7845 6784 8455 9149 8161 7467 8528 6857 7845 6784 8455 9149 8161 7467 8528 6857 7845 6784 1370 17 0.010560137000000136
74 37 -39 2844 4984 6745 7972 8178 7781 7575 7972 6211 7769 7975 7578 7372 7769 6542 7490 7093 7299 6351 8112 7906 6348 7622 5861 7419 7625 6351 8112 7906 6348 7622 5861 7419 7625 6351 8112 7906 1370 27 0.01070640299999992
181 37 0 4023 -14 1876 3659 1783 3284 1501 3377 1876 3293 1417 3200 1783 3659 1876 2911 1035 0 4023 -14 1876 3377 1501 3284 1783 3659 1876 3293 1417 3200 1783 2765 982 2858 1876 3659 1783 1370 26 0.011148342000000033
190 37 0 5801 -4 2499 3627 4533 3405 2499 3058 4186 3627 4081 2953 2499 3627 4533 3405 2499 3058 4186 3627 4081 2953 2499 3627 4533 3405 2499 3058 4186 3627 4081 2953 2499 3627 4533 3405 2499 1370 13 0.010744131000000046
223 37 0 2982 -13 67 0 2276 -4 67 -14 -1 0 2982 -13 67 0 2276 -4 67 -14 -1 0 2982 -13 67 0 2276 -4 67 -14 -1 0 2982 -13 67 0 2276 -4 67 1370 10 0.010713296000000039
323 37 0 2543 -7 937 1433 496 0 937 -16 -9 0 2543 -7 937 1433 496 0 937 -16 -9 0 2543 -7 937 1433 496 0 937 -16 -9 0 2543 -7 937 1433 496 0 937 1370 10 0.01074275300000016
339 37 0 8849 -13 187 2479 4550 4363 5834 3763 3950 2479 4342 4155 2292 4363 5834 3763 3950 2479 4550 4363 2071 3934 5571 7042 5405 6085 4614 4801 4121 5758 5571 7042 5405 6085 4614 4801 4121 1370 25 0.010868525999999878
345 37 0 18616 -1 1432 1583 1693 1542 1432 0 18616 -1 1432 1583 1693 1542 1432 0 18616 -1 1432 1583 1693 1542 1432 0 18616 -1 1432 1583 1693 1542 1432 0 18616 -1 1432 1583 1693 1370 8 0.010105645000000107
425 37 0 3663 -18 499 2918 2419 0 2423 -15 499 0 3663 -18 499 2918 2419 0 2423 -15 499 0 3663 -18 499 2918 2419 0 2423 -15 499 0 3663 -18 499 2918 2419 0 2423 1370 10 0.010110133999999826
540 37 -110 1316 1994 1355 3786 6054 5377 6885 6207 4699 6113 3845 5353 3939 6207 3776 6143 4635 5772 3504 4507 5185 4182 4397 3719 3504 4182 4279 3601 3504 5772 4635 6143 3875 4878 5556 4553 4768 1370 37 0.010150063000000209
553 37 0 4265 -2 1374 2867 3029 1655 1493 2867 -1 2341 1493 0 4265 -2 1374 2867 3029 1655 1493 2867 -1 2341 1493 0 4265 -2 1374 2867 3029 1655 1493 2867 -1 2341 1493 0 4265 1370 12 0.010044876999999897
585 37 0 3556 -5 1814 4256 2442 3211 769 2583 3576 2807 1814 4256 2442 3211 769 2583 3576 2807 1814 4256 2442 3211 769 2583 3576 2807 1814 4256 2442 3211 769 2583 3576 2807 1814 4256 2442 1370 11 0.010232410000000192
661 37 0 3645 -3 1367 0 -2 -5 1367 -6 -3 0 3645 -3 1367 0 -2 -5 1367 -6 -3 0 3645 -3 1367 0 -2 -5 1367 -6 -3 0 3645 -3 1367 0 -2 -5 1367 1370 10 0.01099800399999995
724 37 -151 5585 3896 5420 6206 6362 5576 5603 5447 6233 6206 4682 5828 5984 6011 5855 5828 5042 5270 4124 4910 5613 5769 5541 5568 5412 5640 5613 5385 5541 4838 6362 6206 6233 5447 5603 5576 6362 1370 37 0.010144563999999967
737 37 0 7120 -1 2328 4553 6114 3889 4770 5191 4310 3889 4237 2676 4901 5782 6203 5855 5434 6788 5907 4553 6114 3889 4770 5191 4310 3889 4237 2676 4901 5782 6203 5855 5434 6788 5907 4553 6114 1370 20 0.010188835999999979
1019 37 0 2817 -6 1537 0 1640 -6 1537 -12 -6 0 2817 -6 1537 0 1640 -6 1537 -12 -6 0 2817 -6 1537 0 1640 -6 1537 -12 -6 0 2817 -6 1537 0 1640 -6 1537 1370 10 0.010196212999999954
1024 37 0 5450 -11 1118 3466 3882 2764 2348 3466 -39 -11 5450 0 2348 -28 5450 -22 416 2764 3882 3466 2348 2764 -50 -22 5450 0 2348 -28 5450 -11 1118 3466 3882 2764 2348 3466 -39 1370 25 0.010183178000000126
1227 37 0 5091 -3 2090 4259 5546 6375 5088 5880 5051 4259 5088 2998 4285 6375 5546 4259 4523 2433 3262 2998 5088 6375 5546 4259 5088 5880 5051 4259 4523 2433 3262 2998 5088 6375 5546 4259 5088 1370 22 0.010219518999999844
1242 37 2260 4198 4656 4761 4303 4198 1938 3837 4295 4400 3942 3837 4197 2298 4170 5307 4947 5405 5510 5052 4947 3810 4281 4739 4844 4386 4281 2409 3761 4898 5356 4885 5245 5350 4990 5028 4923 5283 1370 37 0.010192970000000079
