-1 1 5598 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
-2 1 2000 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-3 1 9565 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-4 1 18831 1 1 1 1 1 1 1 0 0 0 0 0 0 1 0 1 1 0 0 1
-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-6 1 2217 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-9 1 2436 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
-10 1 12652 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
-11 1 10040 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-12 1 11597 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-14 1 5588 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-16 1 5229 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-17 1 2717 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-20 1 22622 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
-21 1 7836 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0
-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-27 1 2176 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-28 1 2120 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-29 1 1325 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-34 1 24365 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1
-35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-36 1 8942 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0
-37 1 25917 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
-38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-39 1 3562 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-40 1 9038 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0
