2 10 2743 0 1 0 0 0 0 0 0 0 0 
16 10 3266 0 0 0 0 1 0 0 0 0 0 
21 10 0 0 0 0 0 0 0 0 0 0 0 
27 10 2992 0 1 0 0 0 1 0 0 0 0 
28 10 3759 0 0 1 0 0 0 0 0 0 0 
36 10 2058 0 0 0 0 0 1 0 1 0 0 
40 10 4268 0 0 1 0 0 0 1 1 0 0 
49 10 2727 0 0 0 0 0 1 0 1 0 0 
69 10 3468 0 0 1 0 0 1 1 0 0 0 
76 10 3773 0 0 1 0 0 0 0 0 0 0 
90 10 0 0 0 0 0 0 0 0 0 0 0 
101 10 2082 0 0 1 0 0 0 0 0 0 0 
103 10 30316 0 0 0 0 1 0 0 0 0 0 
107 10 8596 0 0 0 1 0 0 0 0 0 0 
110 10 2007 0 0 1 0 0 1 0 0 1 0 
114 10 2797 1 0 1 0 0 0 1 1 0 1 
115 10 2686 0 0 0 0 0 1 0 1 0 0 
122 10 5065 0 0 0 0 0 1 0 0 0 0 
133 10 9086 0 0 0 1 0 0 0 0 0 0 
136 10 3308 1 0 0 0 1 1 0 0 0 0 
138 10 2802 0 0 0 0 0 0 0 0 1 0 
141 10 2507 1 0 0 0 0 1 0 1 0 0 
151 10 2422 0 0 0 0 0 1 0 0 0 0 
173 10 8052 0 0 0 0 0 0 0 0 0 1 
179 10 7870 1 0 0 1 0 1 1 1 0 1 
181 10 6619 1 0 0 1 0 1 1 0 0 1 
191 10 5256 0 0 0 0 0 0 0 0 1 0 
196 10 2298 0 0 1 0 0 1 0 0 0 0 
202 10 3316 0 0 0 0 0 0 0 0 1 0 
204 10 2997 0 0 1 0 0 0 0 0 0 0 
206 10 6328 1 0 1 0 0 1 1 1 0 1 
208 10 4356 0 0 0 1 1 1 0 0 0 1 
218 10 2746 0 0 1 0 0 1 0 1 0 0 
219 10 4694 0 1 0 0 0 0 0 0 0 0 
223 10 11415 0 0 0 0 0 0 0 1 0 0 
234 10 34848 0 0 1 0 0 0 0 0 0 0 
245 10 3436 1 0 0 0 0 0 0 0 0 0 
250 10 1818 0 0 0 1 0 1 0 0 0 0 
251 10 0 0 0 0 0 0 0 0 0 0 0 
264 10 7528 0 0 1 1 0 1 0 0 1 0 
268 10 3702 0 0 0 0 0 0 0 0 1 0 
271 10 5660 0 0 1 0 0 1 0 0 1 1 
280 10 5812 0 1 0 0 0 0 0 0 0 0 
287 10 0 0 0 0 0 0 0 0 0 0 0 
293 10 3384 0 1 1 0 0 0 1 1 0 0 
304 10 21241 0 0 0 0 0 0 1 0 0 0 
305 10 5502 0 0 1 1 0 1 1 0 0 0 
317 10 4692 1 0 0 0 1 1 0 0 0 0 
333 10 4042 0 0 1 0 1 0 0 0 0 0 
344 10 4674 1 0 1 0 0 0 1 0 0 0 
346 10 5050 1 0 1 0 0 1 1 1 0 0 
351 10 7983 0 0 0 0 0 0 1 0 0 0 
357 10 6374 1 0 0 1 0 1 1 1 0 0 
359 10 3932 0 0 0 0 0 0 1 0 0 0 
360 10 3105 0 0 0 1 0 0 0 0 0 0 
365 10 3600 0 0 0 0 0 0 0 0 0 1 
377 10 3343 0 1 0 0 0 0 0 0 0 0 
387 10 3174 0 0 0 0 0 1 0 0 0 1 
388 10 4118 0 0 1 0 0 1 0 0 0 0 
402 10 4920 1 0 0 0 0 0 0 0 0 0 
419 10 2738 0 0 1 1 0 0 1 0 0 0 
421 10 0 0 0 0 0 0 0 0 0 0 0 
427 10 4098 0 0 0 0 0 1 0 0 0 0 
438 10 2188 1 0 1 1 0 1 0 0 1 0 
