6 15 1935 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
15 15 1898 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
17 15 3438 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 
48 15 5814 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 
58 15 2128 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
59 15 2666 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
107 15 3598 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
123 15 3204 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 
151 15 1852 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
164 15 6919 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 
168 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
183 15 4649 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 
224 15 6520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
230 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
237 15 2881 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
242 15 2462 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
262 15 4575 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
301 15 4208 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 
357 15 2504 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
358 15 6035 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 
364 15 5030 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
371 15 5712 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 
397 15 4007 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
404 15 1553 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
446 15 2084 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 
454 15 3015 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 
463 15 2703 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
467 15 5460 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
468 15 506 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 
486 15 2982 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
489 15 2200 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
535 15 4139 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
538 15 2521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
540 15 4579 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
546 15 6668 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
557 15 2736 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
576 15 5700 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
581 15 6175 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 
586 15 4150 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
599 15 4434 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
635 15 6039 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 
