1 16 37712 718 858 4168 1292 2926 3006 1210 2840 4279 1344 2826 442 2734 3297 3049 2005 2713 3999 3509 1481 3449 3282 4677 1667 648 4260 3352 2856 2739 944 4144 1766
2 16 47049 2648 983 3372 1487 4270 4715 4776 2936 4310 4161 4754 2958 3246 3539 3502 430 4810 3032 3713 3908 3753 1533 3716 689 3900 4334 3610 1660 1577 3840 2855 3409
3 16 42366 3699 4746 3329 1608 4906 3975 1094 3211 1958 4662 2512 4637 4631 2184 3360 4717 4828 1007 3651 4195 2419 3879 3861 4429 3193 2764 2059 3139 4434 3979 3024 494
4 16 41407 3849 313 1326 3185 2268 3980 3376 4448 3223 4592 1619 3297 3285 1713 4899 3206 4264 1541 2355 2148 1704 4245 4664 4948 3521 2586 4373 2112 2315 2167 4718 3882
5 16 42833 4583 828 3547 1402 4124 3154 1767 335 4033 2794 2666 2240 3154 1471 2641 4905 3945 617 3921 2449 4106 2336 4222 4950 3552 4065 3071 1279 3347 1560 863 1124
6 16 41026 750 2541 4005 3591 4948 2861 3019 1170 4394 4700 3109 2498 1476 4966 1700 488 849 1415 4256 1442 4081 290 4876 1958 2992 1380 5000 26 3936 4487 1892 1045
7 16 42423 4906 1 2681 354 4193 1739 3009 3865 2784 3159 4478 2360 1926 4180 3823 966 2237 4418 2364 4775 3831 820 4781 1137 4802 763 2100 2200 2970 1049 2144 3836
8 16 48247 4074 3897 4601 3164 4480 842 4489 4251 3942 2035 3471 4488 3616 750 3986 3752 3986 4324 4659 4573 1589 3552 4696 4200 2973 1000 4332 4299 1481 3891 3934 986
9 16 46046 4628 1970 1485 3948 4775 2820 4892 3768 701 2150 4344 4545 2566 3753 4834 3063 4315 4301 2878 664 4351 2307 4466 1010 2253 3095 2609 1364 4621 589 3840 165
10 16 41493 2837 4883 2832 4539 4771 3105 4655 371 2961 643 3743 1419 669 4342 4096 3681 3470 1304 2289 2575 4565 1149 4059 1178 1877 2529 2141 3851 2509 95 4393 332
11 16 44989 4864 2094 4340 4736 3058 613 2319 2698 2422 284 3366 827 4977 1181 2995 3259 4576 4407 1858 4835 2973 402 3435 3377 1787 3872 3465 3538 4847 590 4955 1836
12 16 45510 4955 4694 3239 41 2578 4494 372 3100 4345 2444 3818 2041 3607 1498 4458 667 2650 3564 4894 3880 3115 3157 4651 3704 2622 2474 4878 2466 2972 495 3734 3961
13 16 43387 4290 1952 2652 4618 4138 3408 2756 4662 1481 4826 1986 1001 4981 1902 4194 1641 1438 100 3958 4959 4857 4181 3206 418 4099 4541 4138 3945 2251 1848 3809 2232
